title,author,journal,number,cites,year,cid,pubid,scholar_name,scholar_id
Towards equilibrium molecular conformation generation with GFlowNets,"A Volokhova, M Koziarski, A Hernández-García, CH Liu, S Miret, P Lemos, ...",Digital Discovery,"3 (5), 1038-1047",14,2024,950893101253137965,prvsfHNhuEoC,Yoshua Bengio,kukA0LcAAAAJ
A community effort in SARS‐CoV‐2 drug discovery,"J Schimunek, P Seidl, K Elez, T Hempel, T Le, F Noé, S Olsson, L Raich, ...",Molecular informatics,"43 (1), e202300262",10,2024,7783493760283575072,yKcmA0jEsUoC,Yoshua Bengio,kukA0LcAAAAJ
Sources of richness and ineffability for phenomenally conscious states,"X Ji, E Elmoznino, G Deane, A Constant, G Dumas, G Lajoie, J Simon, ...",Neuroscience of Consciousness,"2024 (1), niae001",16,2024,4358547850908071087,njp6nI0QjqAC,Yoshua Bengio,kukA0LcAAAAJ
"Phast: Physics-aware, scalable, and task-specific gnns for accelerated catalyst design","A Duval, V Schmidt, S Miret, Y Bengio, A Hernández-García, D Rolnick",Journal of Machine Learning Research,"25 (106), 1-26",11,2024,12832892283636577896,bczYY1dZPtQC,Yoshua Bengio,kukA0LcAAAAJ
Dyngfn: Towards Bayesian inference of gene regulatory networks with gflownets,"L Atanackovic, A Tong, B Wang, LJ Lee, Y Bengio, JS Hartford",Advances in Neural Information Processing Systems,"36, 74410-74428",19,2023,13256085709638582430,Y6EZgx1ah38C,Yoshua Bengio,kukA0LcAAAAJ
Contrastive Retrospection: honing in on critical steps for rapid learning and generalization in RL,"C Sun, W Yang, T Jiralerspong, D Malenfant, B Alsbury-Nealy, Y Bengio, ...",Advances in Neural Information Processing Systems,"36, 31117-31139",2,2023,3618946423287078477,HHUT0vUrEqMC,Yoshua Bengio,kukA0LcAAAAJ
Improving* day-ahead* solar irradiance time series forecasting by leveraging spatio-temporal context,"O Boussif, G Boukachab, D Assouline, S Massaroli, T Yuan, L Benabbou, ...",Advances in Neural Information Processing Systems,"36, 2342-2367",21,2023,1617081239881254138,5Y1KH4bkPm0C,Yoshua Bengio,kukA0LcAAAAJ
Satbird: a dataset for bird species distribution modeling using remote sensing and citizen science data,"M Teng, A Elmustafa, B Akera, Y Bengio, H Radi, H Larochelle, D Rolnick",Advances in Neural Information Processing Systems,"36, 75925-75950",21,2023,10020031335426246862,C4Vd9JCM9EcC,Yoshua Bengio,kukA0LcAAAAJ
Laughing hyena distillery: Extracting compact recurrences from convolutions,"S Massaroli, M Poli, D Fu, H Kumbong, R Parnichkun, D Romero, ...",Advances in Neural Information Processing Systems,"36, 17072-17116",25,2023,8064799336379828276,bcT4vkklUMwC,Yoshua Bengio,kukA0LcAAAAJ
Geo-bench: Toward foundation models for earth monitoring,"A Lacoste, N Lehmann, P Rodriguez, E Sherwin, H Kerner, B Lütjens, ...",Advances in Neural Information Processing Systems,"36, 51080-51093",65,2023,5787031216169949864,FnaCo-ypupUC,Yoshua Bengio,kukA0LcAAAAJ
Hyenadna: Long-range genomic sequence modeling at single nucleotide resolution,"E Nguyen, M Poli, M Faizi, A Thomas, M Wornow, C Birch-Sykes, ...",Advances in neural information processing systems,"36, 43177-43201",312,2023,8529903844568240086,3K1WWmVGZRgC,Yoshua Bengio,kukA0LcAAAAJ
Joint bayesian inference of graphical structure and parameters with a single generative flow network,"T Deleu, M Nishikawa-Toomey, J Subramanian, N Malkin, L Charlin, ...",Advances in Neural Information Processing Systems,"36, 31204-31231",50,2023,4373012997556732388,UO6ax3c-pNsC,Yoshua Bengio,kukA0LcAAAAJ
Interpolation consistency training for semi-supervised learning,"V Verma, K Kawaguchi, A Lamb, J Kannala, A Solin, Y Bengio, ...",Neural Networks,"145, 90-106",937,2022,16227381821127018190,rJyh6hJnyfgC,Yoshua Bengio,kukA0LcAAAAJ
3rd International Conference on Learning Representations,"DP Kingma, J Ba, Y Bengio, Y LeCun","ICLR, San Diego",,932,2015,"17683938468684367543,2853151069812466866",cpgjJtNNFA0C,Yoshua Bengio,kukA0LcAAAAJ
A semantic matching energy function for learning with multi-relational data: Application to word-sense disambiguation,"A Bordes, X Glorot, J Weston, Y Bengio",Machine learning,"94, 233-259",905,2014,1876563683790026557,1Ye0OR6EYb4C,Yoshua Bengio,kukA0LcAAAAJ
Theano: A CPU and GPU Math Compiler in Python.,"J Bergstra, O Breuleux, F Bastien, P Lamblin, R Pascanu, G Desjardins, ...",SciPy,18-24,881,2010,13758105660351770192,4OULZ7Gr8RgC,Yoshua Bengio,kukA0LcAAAAJ
Sharp minima can generalize for deep nets,"L Dinh, R Pascanu, S Bengio, Y Bengio",International Conference on Machine Learning,1019-1028,879,2017,4474448870091274183,DquSII9TDu4C,Yoshua Bengio,kukA0LcAAAAJ
SpeechBrain: A general-purpose speech toolkit,"M Ravanelli, T Parcollet, P Plantinga, A Rouhe, S Cornell, L Lugosch, ...",arXiv preprint arXiv:,:2106.04624,834,2021,12191991332667585106,5kvG9DmRKWYC,Yoshua Bengio,kukA0LcAAAAJ
An empirical study of example forgetting during deep neural network learning,"M Toneva, A Sordoni, RT Combes, A Trischler, Y Bengio, GJ Gordon",arXiv preprint arXiv:,:1812.05159,833,2018,14912040563601232331,HAmI6pRF5skC,Yoshua Bengio,kukA0LcAAAAJ
Generative adversarial nets,"G Ian, PA Jean, M Mehdi, X Bing, WF David, O Sherjil, C Aaron, B Yoshua",Advances in neural information processing systems,27 (9),817,2014,9421432013516048122,eTOb990cMygC,Yoshua Bengio,kukA0LcAAAAJ
Convergence properties of the k-means algorithms,"L Bottou, Y Bengio",Advances in neural information processing systems,7,809,1994,6558710861252718123,zYLM7Y9cAGgC,Yoshua Bengio,kukA0LcAAAAJ
Deep learning for AI,"Y Bengio, Y Lecun, G Hinton",Communications of the ACM,"64 (7), 58-65",808,2021,"9828929674594925756,16190684881530280879",PPrs6GlykQcC,Yoshua Bengio,kukA0LcAAAAJ
Professor forcing: A new algorithm for training recurrent networks,"AM Lamb, AG ALIAS PARTH GOYAL, Y Zhang, S Zhang, AC Courville, ...",Advances in neural information processing systems,29,797,2016,17198780094986434106,q0uBw5dMOAkC,Yoshua Bengio,kukA0LcAAAAJ
Understanding the exploding gradient problem,"R Pascanu, T Mikolov, Y Bengio","CoRR, abs/","/1211.5063 2 (417), 1",797,2012,9685842464014437344,6bLC7aUMtPcC,Yoshua Bengio,kukA0LcAAAAJ
Using recurrent neural networks for slot filling in spoken language understanding,"G Mesnil, Y Dauphin, K Yao, Y Bengio, L Deng, D Hakkani-Tur, X He, ...","IEEE/ACM Transactions on Audio, Speech, and Language Processing","23 (3), 530-539",791,2014,11724005164293423984,Zh0EY9V9P6UC,Yoshua Bengio,kukA0LcAAAAJ
Generalized denoising auto-encoders as generative models,"Y Bengio, L Yao, G Alain, P Vincent",Advances in neural information processing systems,26,779,2013,5579395029777847587,w1MjKQ0l0TYC,Yoshua Bengio,kukA0LcAAAAJ
SampleRNN: An unconditional end-to-end neural audio generation model,"S Mehri, K Kumar, I Gulrajani, R Kumar, S Jain, J Sotelo, A Courville, ...",arXiv preprint arXiv:,:1612.07837,754,2016,18296195672519025121,RfUwGJFMQ-0C,Yoshua Bengio,kukA0LcAAAAJ
An actor-critic algorithm for sequence prediction,"D Bahdanau, P Brakel, K Xu, A Goyal, R Lowe, J Pineau, A Courville, ...",arXiv preprint arXiv:,:1607.07086,754,2016,5228204938243984917,KI9T_ytC6pkC,Yoshua Bengio,kukA0LcAAAAJ
Unsupervised feature learning and deep learning: A review and new perspectives,"Y Bengio, AC Courville, P Vincent","CoRR, abs/","/1206.5538 1 (2665), 2012",753,2012,1290425714414184502,43bX7VzcjpAC,Yoshua Bengio,kukA0LcAAAAJ
Training deep neural networks with low precision multiplications,"M Courbariaux, Y Bengio, JP David",arXiv preprint arXiv:,:1412.7024,749,2014,5583917919431265187,rCNdntzdTkkC,Yoshua Bengio,kukA0LcAAAAJ
Mine: mutual information neural estimation,"MI Belghazi, A Baratin, S Rajeswar, S Ozair, Y Bengio, A Courville, ...",arXiv preprint arXiv:,:1801.04062,743,2018,4616043598945550206,j2GSQqY3pL0C,Yoshua Bengio,kukA0LcAAAAJ
Mode regularized generative adversarial networks,"T Che, Y Li, AP Jacob, Y Bengio, W Li",arXiv preprint arXiv:,:1612.02136,742,2016,8235362476181771248,SpPTWFSNUtQC,Yoshua Bengio,kukA0LcAAAAJ
Gradient-based optimization of hyperparameters,Y Bengio,Neural computation,"12 (8), 1889-1900",740,2000,18417912397787997996,KlAtU1dfN6UC,Yoshua Bengio,kukA0LcAAAAJ
Zero-data learning of new tasks.,"H Larochelle, D Erhan, Y Bengio",AAAI,"1 (2), 3",739,2008,5984504404624778607,f2IySw72cVMC,Yoshua Bengio,kukA0LcAAAAJ
Advances in optimizing recurrent networks,"Y Bengio, N Boulanger-Lewandowski, R Pascanu",,"2013 IEEE international conference on acoustics, speech and signal …",736,2013,56668020054253477,DBa1UEJaJKAC,Yoshua Bengio,kukA0LcAAAAJ
"Multi-way, multilingual neural machine translation with a shared attention mechanism","O Firat, K Cho, Y Bengio",arXiv preprint arXiv:,:1601.01073,721,2016,1297298716616390295,xm0LlTxljI0C,Yoshua Bengio,kukA0LcAAAAJ
Metagan: An adversarial approach to few-shot learning,"R Zhang, T Che, Z Ghahramani, Y Bengio, Y Song",Advances in neural information processing systems,31,716,2018,3532444090702481918,F9HO9s0W2bwC,Yoshua Bengio,kukA0LcAAAAJ
What regularized auto-encoders learn from the data-generating distribution,"G Alain, Y Bengio",The Journal of Machine Learning Research,"15 (1), 3563-3593",691,2014,11194404029406866477,2l5NCbZemmgC,Yoshua Bengio,kukA0LcAAAAJ
Hierarchical multiscale recurrent neural networks,"J Chung, S Ahn, Y Bengio",arXiv preprint arXiv:,:1609.01704,686,2016,3631406206229660252,Ej9njvOgR2oC,Yoshua Bengio,kukA0LcAAAAJ
Pointing the unknown words,"C Gulcehre, S Ahn, R Nallapati, B Zhou, Y Bengio",arXiv preprint arXiv:,:1603.08148,680,2016,8939912433163056499,3_LpOwP6eMYC,Yoshua Bengio,kukA0LcAAAAJ
On using monolingual corpora in neural machine translation,"C Gulcehre, O Firat, K Xu, K Cho, L Barrault, HC Lin, F Bougares, ...",arXiv preprint arXiv:,:1503.03535,676,2015,17577711614855997215,pQTOvowfQioC,Yoshua Bengio,kukA0LcAAAAJ
Generalization in deep learning,"K Kawaguchi, LP Kaelbling, Y Bengio",arXiv preprint arXiv:,:1710.05468 1 (8),663,2017,17931149148481992650,i91s68tWr-MC,Yoshua Bengio,kukA0LcAAAAJ
The difficulty of training deep architectures and the effect of unsupervised pre-training,"D Erhan, PA Manzagol, Y Bengio, S Bengio, P Vincent",Artificial intelligence and statistics,153-160,661,2009,5399752359162851171,bEWYMUwI8FkC,Yoshua Bengio,kukA0LcAAAAJ
Equilibrated adaptive learning rates for non-convex optimization,"Y Dauphin, H De Vries, Y Bengio",Advances in neural information processing systems,28,655,2015,9764160634697256049,37UQlXuwjP4C,Yoshua Bengio,kukA0LcAAAAJ
Incorporating second-order functional knowledge for better option pricing,"C Dugas, Y Bengio, F Bélisle, C Nadeau, R Garcia",Advances in neural information processing systems,13,636,2000,11823176145601877272,B3FOqHPlNUQC,Yoshua Bengio,kukA0LcAAAAJ
End-to-end continuous speech recognition using attention-based recurrent NN: First results,"J Chorowski, D Bahdanau, K Cho, Y Bengio",arXiv preprint arXiv:,:1412.1602,635,2014,12150471636194731371,mel-f30kHHgC,Yoshua Bengio,kukA0LcAAAAJ
A hierarchical recurrent encoder-decoder for generative context-aware query suggestion,"A Sordoni, Y Bengio, H Vahabi, C Lioma, J Grue Simonsen, JY Nie",proceedings of the,24th ACM international on conference on information and …,634,2015,906553350562146396,eI34FqJmdUoC,Yoshua Bengio,kukA0LcAAAAJ
Graph attention networks. arXiv 2017,"P Velickovic, G Cucurull, A Casanova, A Romero, P Lio, Y Bengio",arXiv preprint arXiv:,:1710.10903,613,2017,"4090337272584515321,6519645436178218486",Q9ss7R9eeXsC,Yoshua Bengio,kukA0LcAAAAJ
Investigation of recurrent-neural-network architectures and learning methods for spoken language understanding.,"G Mesnil, X He, L Deng, Y Bengio",Interspeech,3771-3775,613,2013,12435837432017532516,oi2SiIJ9l4AC,Yoshua Bengio,kukA0LcAAAAJ
Equilibrium propagation: Bridging the gap between energy-based models and backpropagation,"B Scellier, Y Bengio",Frontiers in computational neuroscience,"11, 24",597,2017,2495522656940048880,as0KMg8qHbkC,Yoshua Bengio,kukA0LcAAAAJ
A parallel mixture of SVMs for very large scale problems,"R Collobert, S Bengio, Y Bengio",Advances in Neural Information Processing Systems,14,576,2001,2901384550363666862,Y0pCki6q_DkC,Yoshua Bengio,kukA0LcAAAAJ
Describing multimedia content using attention-based encoder-decoder networks,"K Cho, A Courville, Y Bengio",IEEE Transactions on Multimedia,"17 (11), 1875-1886",563,2015,12875719958826891977,2vr6o8x5NLkC,Yoshua Bengio,kukA0LcAAAAJ
Three factors influencing minima in sgd,"S Jastrzębski, Z Kenton, D Arpit, N Ballas, A Fischer, Y Bengio, A Storkey",arXiv preprint arXiv:,:1711.04623,556,2017,"5579830731629893992,16959034473219987929",vxA22ZmNLkoC,Yoshua Bengio,kukA0LcAAAAJ
Hierarchical recurrent neural networks for long-term dependencies,"S Hihi, Y Bengio",Advances in neural information processing systems,8,549,1995,10257319766948999032,4DMP91E08xMC,Yoshua Bengio,kukA0LcAAAAJ
Char2wav: End-to-end speech synthesis,"J Sotelo, S Mehri, K Kumar, JF Santos, K Kastner, A Courville, Y Bengio",,,538,2017,6778319284287669999,q1zXlPLtbUIC,Yoshua Bengio,kukA0LcAAAAJ
An input output HMM architecture,"Y Bengio, P Frasconi",Advances in neural information processing systems,7,532,1994,8431752505985660773,IjCSPb-OGe4C,Yoshua Bengio,kukA0LcAAAAJ
Emonets: Multimodal deep learning approaches for emotion recognition in video,"SE Kahou, X Bouthillier, P Lamblin, C Gulcehre, V Michalski, K Konda, ...",Journal on Multimodal User Interfaces,"10, 99-111",529,2016,5171780425389527285,Ic1VZgkJnDsC,Yoshua Bengio,kukA0LcAAAAJ
Bayesian model-agnostic meta-learning,"J Yoon, T Kim, O Dia, S Kim, Y Bengio, S Ahn",Advances in neural information processing systems,31,526,2018,7370333111335795917,KqW5X_olkfQC,Yoshua Bengio,kukA0LcAAAAJ
Managing diversity in regression ensembles,"G Brown, JL Wyatt, P Tiňo",Journal of machine learning research,"6 (Sep), 1621-1650",514,2005,14747525451129439636,Ltc9rfRcsxEC,Yoshua Bengio,kukA0LcAAAAJ
Deep generative stochastic networks trainable by backprop,"Y Bengio, E Laufer, G Alain, J Yosinski",International conference on machine learning,226-234,510,2014,3877899611232964202,mUJArPsKIAAC,Yoshua Bengio,kukA0LcAAAAJ
Towards end-to-end speech recognition with deep convolutional neural networks,"Y Zhang, M Pezeshki, P Brakel, S Zhang, CLY Bengio, A Courville",arXiv preprint arXiv:,:1701.02720,503,2017,16544232475388682037,h168fVGZblEC,Yoshua Bengio,kukA0LcAAAAJ
Shallow vs. deep sum-product networks,"O Delalleau, Y Bengio",Advances in neural information processing systems,24,500,2011,17126636560011661491,e_rmSamDkqQC,Yoshua Bengio,kukA0LcAAAAJ
The handbook of brain theory and neural networks,"Y LeCun, Y Bengio, MA Arbib",MIT press,,498,1998,1336605550178357303,NtGNdKbuCngC,Yoshua Bengio,kukA0LcAAAAJ
Joint learning of words and meaning representations for open-text semantic parsing,"A Bordes, X Glorot, J Weston, Y Bengio",Artificial intelligence and statistics,127-135,494,2012,14428209779783045692,NyGDZy8z5eUC,Yoshua Bengio,kukA0LcAAAAJ
Image-to-image translation for cross-domain disentanglement,"A Gonzalez-Garcia, J Van De Weijer, Y Bengio",Advances in neural information processing systems,31,482,2018,7146735712017629088,dFKc6_kCK1wC,Yoshua Bengio,kukA0LcAAAAJ
Revisiting natural gradient for deep networks,"R Pascanu, Y Bengio",arXiv preprint arXiv:,:1301.3584,478,2013,4887476036427842105,ce2CqMG-AY4C,Yoshua Bengio,kukA0LcAAAAJ
Learning a synaptic learning rule,"Y Bengio, S Bengio, J Cloutier","Université de Montréal, Département d'informatique et de recherche …",,473,1990,9736719368142358456,j3f4tGmQtD8C,Yoshua Bengio,kukA0LcAAAAJ
Towards biologically plausible deep learning,"Y Bengio, DH Lee, J Bornschein, T Mesnard, Z Lin",arXiv preprint arXiv:,:1502.04156,470,2015,4288764517903160847,lYAcb2jw7qUC,Yoshua Bengio,kukA0LcAAAAJ
Light gated recurrent units for speech recognition,"M Ravanelli, P Brakel, M Omologo, Y Bengio",IEEE Transactions on Emerging Topics in Computational Intelligence,"2 (2), 92-102",469,2018,11279415982859866663,DGzKIA18-3YC,Yoshua Bengio,kukA0LcAAAAJ
Better mixing via deep representations,"Y Bengio, G Mesnil, Y Dauphin, S Rifai",International conference on machine learning,552-560,468,2013,6451747009255969438,7Hz3ACDFbsoC,Yoshua Bengio,kukA0LcAAAAJ
Inductive biases for deep learning of higher-level cognition,"A Goyal, Y Bengio",Proceedings of the Royal Society A,"478 (2266), 20210068",465,2022,7706709027534445901,ey9_mCyZ-VYC,Yoshua Bengio,kukA0LcAAAAJ
Toward trustworthy AI development: mechanisms for supporting verifiable claims,"M Brundage, S Avin, J Wang, H Belfield, G Krueger, G Hadfield, H Khlaaf, ...",arXiv preprint arXiv:,:2004.07213,462,2020,5918299291721331728,WTSGYGHz1bkC,Yoshua Bengio,kukA0LcAAAAJ
Input-output HMMs for sequence processing,"Y Bengio, P Frasconi",IEEE Transactions on Neural Networks,"7 (5), 1231-1249",459,1996,4725915097147930402,UeHWp8X0CEIC,Yoshua Bengio,kukA0LcAAAAJ
Bilbowa: Fast bilingual distributed representations without word alignments,"S Gouws, Y Bengio, G Corrado",International Conference on Machine Learning,748-756,454,2015,2719170563629478824,ZqE1mSdD_DYC,Yoshua Bengio,kukA0LcAAAAJ
On the expressive power of deep architectures,"Y Bengio, O Delalleau",International conference on algorithmic learning theory,18-36,451,2011,3647764731908872051,oNZyr7d5Mn4C,Yoshua Bengio,kukA0LcAAAAJ
Towards an automatic turing test: Learning to evaluate dialogue responses,"R Lowe, M Noseworthy, IV Serban, N Angelard-Gontier, Y Bengio, ...",arXiv preprint arXiv:,:1708.07149,450,2017,15470106720904286429,G36d5HCDkJYC,Yoshua Bengio,kukA0LcAAAAJ
Combining modality specific deep neural networks for emotion recognition in video,"SE Kahou, C Pal, X Bouthillier, P Froumenty, Ç Gülçehre, R Memisevic, ...",Proceedings of the,15th ACM on International conference on multimodal …,449,2013,10489157767107369829,65Yg0jNCQDAC,Yoshua Bengio,kukA0LcAAAAJ
The problem of learning long-term dependencies in recurrent networks,"Y Bengio, P Frasconi, P Simard",IEEE international conference on neural networks,1183-1188,447,1993,11120375005359762462,L8Ckcad2t8MC,Yoshua Bengio,kukA0LcAAAAJ
Neural networks with few multiplications,"Z Lin, M Courbariaux, R Memisevic, Y Bengio",arXiv preprint arXiv:,:1510.03009,443,2015,6931378573591664631,4Yq6kJLCcecC,Yoshua Bengio,kukA0LcAAAAJ
Markovian models for sequential data,Y Bengio,Neural computing surveys,"2 (199), 129-162",443,1999,13242998326329313345,2osOgNQ5qMEC,Yoshua Bengio,kukA0LcAAAAJ
Experience grounds language,"Y Bisk, A Holtzman, J Thomason, J Andreas, Y Bengio, J Chai, M Lapata, ...",arXiv preprint arXiv:,:2004.10151,441,2020,3734668471751920487,MvIMIWP2nqIC,Yoshua Bengio,kukA0LcAAAAJ
Advances in neural information processing systems,"J Yosinski, J Clune, Y Bengio, H Lipson, Z Ghahramani, M Welling, ...",Curr Assoc,"27, 3320-3328",441,2014,13921818827866044736,QBJtjoHflPwC,Yoshua Bengio,kukA0LcAAAAJ
Difference target propagation,"DH Lee, S Zhang, A Fischer, Y Bengio",Machine Learning and Knowledge Discovery in Databases: European Conference …,,436,2015,159463901915917510,iyewoVqAXLQC,Yoshua Bengio,kukA0LcAAAAJ
Boosting neural networks,"H Schwenk, Y Bengio",Neural computation,"12 (8), 1869-1887",435,2000,457213311417071442,Se3iqnhoufwC,Yoshua Bengio,kukA0LcAAAAJ
A meta-transfer objective for learning to disentangle causal mechanisms,"Y Bengio, T Deleu, N Rahaman, R Ke, S Lachapelle, O Bilaniuk, A Goyal, ...",arXiv preprint arXiv:,:1901.10912,432,2019,17277977944855014243,PklR0melJeUC,Yoshua Bengio,kukA0LcAAAAJ
Kernel matching pursuit,"P Vincent, Y Bengio",Machine learning,"48, 165-187",432,2002,2081173319758733627,ufrVoPGSRksC,Yoshua Bengio,kukA0LcAAAAJ
Graph neural networks with learnable structural and positional representations,"VP Dwivedi, AT Luu, T Laurent, Y Bengio, X Bresson",arXiv preprint arXiv:,:2110.07875,430,2021,6297596382755615056,0kYikfLtzSYC,Yoshua Bengio,kukA0LcAAAAJ
Learning algorithms for the classification restricted Boltzmann machine,"H Larochelle, M Mandel, R Pascanu, Y Bengio",The Journal of Machine Learning Research,"13 (1), 643-669",426,2012,114088861233837212,lgwcVrK6X84C,Yoshua Bengio,kukA0LcAAAAJ
Generative adversarial networks (2014),"IJ Goodfellow, J Pouget-Abadie, M Mirza, B Xu, D Warde-Farley, S Ozair, ...",arXiv preprint arXiv:,:1406.2661 1406,424,2019,4275822977541146523,GpOSJs1ZbLkC,Yoshua Bengio,kukA0LcAAAAJ
Drawing and recognizing chinese characters with recurrent neural network,"XY Zhang, F Yin, YM Zhang, CL Liu, Y Bengio",IEEE transactions on pattern analysis and machine intelligence,"40 (4), 849-862",420,2017,3206241657136519344,PuOEWVtPfzwC,Yoshua Bengio,kukA0LcAAAAJ
Graph attention networks,"V Petar, C Guillem, C Arantxa, R Adriana, L Pietro, B Yoshua",International conference on learning representations,8,417,2018,596569404174795659,3ERjdSgnfPsC,Yoshua Bengio,kukA0LcAAAAJ
A character-level decoder without explicit segmentation for neural machine translation,"J Chung, K Cho, Y Bengio",arXiv preprint arXiv:,:1603.06147,415,2016,2193535701900882329,I8rxH6phXEkC,Yoshua Bengio,kukA0LcAAAAJ
